Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,TempRange,HumidityRange,CloudRange,PressureRange,WindSpeedRange,AvgMinTemp,AvgMaxTemp,AvgRainfall,AvgEvaporation,AvgSunshine,AvgTempRange,AvgHumidityRange,AvgPressureRange,AvgWindSpeedRange,AvgHumidity9am,AvgHumidity3pm,Month,SumRainfallAmount
Adelaide,8.7,17.5,1.8,0.6,7.4,WSW,22.0,0.0,9.0,83.0,55.0,1023.8,1022.6,4.45,4.51,13.0,16.9,1,0,8.8,-28.0,0.05999999999999961,-1.1999999999999318,9.0,13.029999999999998,19.21,4.459999999999999,4.108,5.21,6.180000000000001,-11.4,-2.090000000000009,3.6,73.1,61.7,May,44.599999999999994
Adelaide,7.3,17.1,0.0,1.2,5.2,W,26.0,2.0,4.0,87.0,84.0,1025.5,1024.0,4.45,4.51,9.8,13.9,0,0,9.8,-3.0,0.05999999999999961,-1.5,2.0,12.44,19.13,4.639999999999999,3.621,5.17,6.69,-12.1,-2.240000000000009,3.9,72.6,60.5,May,46.39999999999999
Adelaide,8.5,15.2,0.2,0.8,4.2,SE,26.0,0.0,9.0,73.0,54.0,1028.5,1026.8,4.45,4.51,11.1,14.6,0,0,6.699999999999999,-19.0,0.05999999999999961,-1.7000000000000455,9.0,11.799999999999999,19.23,3.2599999999999993,3.194,5.66,7.43,-12.2,-2.1600000000000024,3.7,72.1,59.9,May,32.599999999999994
Adelaide,6.0,13.9,0.0,1.0,1.9,SSE,30.0,2.0,11.0,75.0,53.0,1029.0,1027.0,4.45,4.51,11.0,13.6,0,0,7.9,-22.0,0.05999999999999961,-2.0,9.0,11.35,18.89,3.119999999999999,2.854,5.77,7.540000000000001,-13.5,-1.9600000000000022,4.6,73.3,59.8,May,31.199999999999992
Adelaide,5.2,16.9,0.0,5.47,9.5,SE,30.0,6.0,11.0,66.0,42.0,1029.5,1027.5,4.45,4.51,11.5,16.5,0,0,11.7,-24.0,0.05999999999999961,-2.0,5.0,11.030000000000001,18.42,3.119999999999999,2.774,5.199999999999999,7.389999999999999,-14.6,-1.9200000000000046,4.2,74.4,59.8,May,31.199999999999992
Adelaide,10.2,18.3,0.0,2.2,4.2,E,33.0,13.0,9.0,52.0,54.0,1028.2,1025.4,4.45,4.51,13.9,16.1,0,0,8.100000000000001,2.0,0.05999999999999961,-2.7999999999999545,-4.0,10.76,18.169999999999998,3.119999999999999,3.2009999999999996,5.409999999999999,7.409999999999999,-16.1,-2.0100000000000025,4.3,73.2,57.1,May,31.199999999999992
Adelaide,9.2,16.6,0.0,1.6,2.4,ENE,31.0,7.0,7.0,73.0,60.0,1026.6,1024.2,4.45,4.51,12.8,15.3,0,0,7.400000000000002,-13.0,0.05999999999999961,-2.3999999999998636,0.0,10.57,17.72,3.119999999999999,3.2809999999999997,4.86,7.15,-13.7,-1.95,3.2,72.4,58.7,June,31.199999999999992
Adelaide,10.2,16.8,0.0,0.8,1.0,W,19.0,2.0,9.0,86.0,89.0,1024.2,1021.9,4.45,4.51,12.7,14.7,0,1,6.600000000000001,3.0,0.05999999999999961,-2.300000000000068,7.0,10.11,17.13,3.119999999999999,3.181,4.24,7.0200000000000005,-13.6,-1.6999999999999886,2.4,74.9,61.3,June,31.199999999999992
Adelaide,6.9,17.3,3.2,0.6,9.0,NNW,19.0,4.0,9.0,86.0,58.0,1021.1,1017.8,4.45,4.51,11.1,16.9,1,0,10.4,-28.0,0.05999999999999961,-3.300000000000068,5.0,9.39,16.66,3.119999999999999,2.7139999999999995,4.0,7.269999999999999,-12.7,-1.6699999999999933,3.6,78.2,65.5,June,31.199999999999992
Adelaide,7.2,17.1,0.0,1.2,3.0,N,19.0,7.0,11.0,85.0,67.0,1019.7,1016.8,4.45,4.51,11.9,16.3,0,0,9.900000000000002,-18.0,0.05999999999999961,-2.900000000000091,4.0,8.6,16.75,2.6599999999999993,2.227,4.9,8.15,-15.7,-1.8399999999999976,4.8,77.7,62.0,June,26.59999999999999
Adelaide,6.9,17.8,0.0,0.8,4.1,NNE,35.0,6.0,11.0,85.0,51.0,1015.9,1012.1,4.45,4.51,11.0,15.7,0,1,10.9,-34.0,0.05999999999999961,-3.7999999999999545,5.0,7.9399999999999995,16.67,0.5199999999999994,1.547,4.779999999999999,8.73,-15.0,-2.210000000000002,4.6,76.6,61.6,June,5.199999999999993
Adelaide,10.5,15.8,3.6,5.47,2.4,N,33.0,6.0,15.0,82.0,71.0,1008.3,1006.0,4.45,4.51,11.3,13.2,1,1,5.300000000000001,-11.0,0.05999999999999961,-2.2999999999999545,9.0,7.760000000000001,16.7,0.3399999999999993,1.567,4.45,8.940000000000001,-15.6,-2.4700000000000046,4.2,76.8,61.2,June,3.3999999999999932
Adelaide,9.5,15.9,6.2,5.47,3.9,W,33.0,6.0,19.0,96.0,75.0,1009.0,1009.1,4.45,4.51,11.5,14.7,1,1,6.4,-21.0,0.05999999999999961,0.10000000000002274,13.0,8.080000000000002,16.57,0.6999999999999993,1.9939999999999998,4.17,8.49,-16.4,-2.55,4.9,76.3,59.9,June,6.999999999999993
Adelaide,10.5,14.9,3.2,5.47,6.4,W,48.0,15.0,15.0,62.0,49.0,1013.0,1013.2,4.45,4.51,12.8,13.6,1,1,4.4,-13.0,0.05999999999999961,0.20000000000004547,0.0,8.180000000000001,16.64,1.2999999999999994,2.461,4.14,8.46,-16.6,-2.369999999999993,5.3,78.6,62.0,June,12.999999999999993
Adelaide,9.1,15.3,18.0,7.2,7.8,W,48.0,19.0,20.0,63.0,57.0,1015.1,1016.4,4.45,4.51,13.8,15.1,1,0,6.200000000000001,-6.0,0.05999999999999961,1.2999999999999545,1.0,8.63,16.740000000000002,1.6199999999999997,2.908,4.590000000000001,8.110000000000001,-15.7,-2.149999999999989,4.4,77.3,61.6,June,16.199999999999996
Adelaide,4.7,15.0,0.8,1.4,6.5,SSW,20.0,6.0,6.0,72.0,45.0,1025.1,1024.4,4.45,4.51,9.2,13.8,0,0,10.3,-27.0,0.05999999999999961,-0.6999999999998181,0.0,9.02,16.58,3.4199999999999995,3.081,4.42,7.5600000000000005,-13.9,-1.8199999999999932,4.0,77.0,63.1,June,34.199999999999996
Adelaide,3.5,15.6,0.0,1.2,8.4,NNW,30.0,11.0,17.0,62.0,49.0,1025.4,1021.6,4.45,4.51,9.4,14.9,0,0,12.1,-13.0,0.05999999999999961,-3.800000000000068,6.0,8.47,16.25,3.499999999999999,3.0010000000000003,4.65,7.780000000000001,-16.8,-1.6099999999999794,4.4,79.0,62.2,June,34.99999999999999
Adelaide,9.1,13.8,0.0,1.6,7.61,NE,43.0,13.0,13.0,56.0,50.0,1017.9,1012.3,4.45,4.51,10.6,13.6,0,1,4.700000000000001,-6.0,0.05999999999999961,-5.600000000000023,0.0,7.9,16.150000000000002,3.499999999999999,2.961,5.25,8.25,-16.8,-1.75,5.0,77.9,61.1,June,34.99999999999999
Adelaide,8.9,16.3,3.0,5.47,7.61,NNW,54.0,15.0,26.0,74.0,65.0,1006.1,1003.8,4.45,4.51,11.3,15.7,1,0,7.4,-9.0,0.05999999999999961,-2.300000000000068,11.0,7.790000000000001,15.85,3.499999999999999,3.0409999999999995,5.911,8.06,-17.7,-2.0799999999999956,4.3,74.9,57.2,June,34.99999999999999
Adelaide,10.2,11.9,0.6,5.47,0.0,N,43.0,19.0,13.0,79.0,96.0,1003.7,1002.7,4.45,4.51,11.0,10.9,0,1,1.700000000000001,17.0,0.05999999999999961,-1.0,-6.0,7.99,15.75,3.4799999999999995,3.528,5.772,7.760000000000001,-15.8,-1.9799999999999955,4.9,73.7,57.9,June,34.8
Adelaide,7.0,17.1,7.4,3.8,9.1,WSW,24.0,11.0,17.0,87.0,64.0,1014.0,1016.3,4.45,4.51,10.6,16.2,1,0,10.100000000000001,-23.0,0.05999999999999961,2.2999999999999545,6.0,8.29,15.23,3.54,3.9549999999999996,5.4719999999999995,6.94,-12.3,-1.7899999999999863,3.9,73.1,60.8,June,35.4
Adelaide,7.8,17.4,0.2,0.8,7.0,N,20.0,6.0,9.0,85.0,60.0,1024.3,1023.7,4.45,4.51,11.7,16.0,0,0,9.599999999999998,-25.0,0.05999999999999961,-0.599999999999909,3.0,8.299999999999999,15.16,4.279999999999999,4.255,5.9719999999999995,6.860000000000001,-11.2,-1.1799999999999955,4.0,73.3,62.1,June,42.8
Adelaide,6.8,18.2,0.0,1.0,6.1,N,20.0,0.0,11.0,96.0,57.0,1028.6,1026.0,4.45,4.51,9.9,17.9,0,0,11.399999999999999,-39.0,0.05999999999999961,-2.599999999999909,11.0,8.030000000000001,15.319999999999999,3.939999999999999,3.7880000000000003,6.432,7.290000000000001,-12.6,-1.009999999999991,3.4,73.6,61.0,June,39.39999999999999
Adelaide,4.5,17.3,0.0,0.8,8.6,NW,20.0,2.0,7.0,72.0,51.0,1028.5,1025.6,4.45,4.51,10.8,16.1,0,0,12.8,-21.0,0.05999999999999961,-2.900000000000091,5.0,7.760000000000001,15.55,3.319999999999999,3.341,6.652000000000001,7.790000000000001,-14.4,-1.279999999999984,3.2,73.6,59.2,June,33.19999999999999
Adelaide,6.6,18.7,0.0,5.47,7.1,N,43.0,9.0,15.0,61.0,39.0,1025.0,1019.6,4.45,4.51,12.8,17.2,0,0,12.1,-22.0,0.05999999999999961,-5.399999999999977,6.0,7.159999999999999,15.789999999999997,2.9999999999999996,2.8739999999999997,6.872,8.63,-15.2,-1.5899999999999976,3.7,74.6,59.4,June,29.999999999999996
Adelaide,12.7,15.6,0.0,5.47,3.1,N,50.0,22.0,24.0,43.0,53.0,1013.6,1011.8,4.45,4.51,14.3,15.2,0,0,2.9000000000000004,10.0,0.05999999999999961,-1.8000000000000682,2.0,6.909999999999999,16.130000000000003,1.1999999999999997,2.7009999999999996,6.802,9.22,-16.8,-2.259999999999991,4.2,74.4,57.6,June,11.999999999999996
Adelaide,5.0,19.0,0.8,5.47,8.9,NNW,31.0,6.0,13.0,82.0,38.0,1016.3,1012.9,4.45,4.51,9.5,17.8,0,0,14.0,-44.0,0.05999999999999961,-3.3999999999999773,7.0,7.709999999999999,16.19,1.1199999999999997,3.1079999999999997,6.462000000000001,8.48,-13.1,-2.370000000000016,4.4,71.5,58.4,June,11.199999999999996
Adelaide,9.5,18.0,0.2,7.6,9.4,NNW,41.0,17.0,22.0,56.0,41.0,1013.4,1011.2,4.45,4.51,13.0,17.3,0,0,8.5,-15.0,0.05999999999999961,-2.199999999999932,5.0,7.859999999999999,16.529999999999998,1.1999999999999997,3.5349999999999993,6.5120000000000005,8.67,-16.2,-2.3300000000000067,4.5,73.5,57.3,June,11.999999999999996
Adelaide,9.2,14.4,0.0,2.8,0.4,NW,54.0,20.0,20.0,57.0,61.0,1011.2,1008.6,4.45,4.51,10.6,14.1,0,1,5.200000000000001,4.0,0.05999999999999961,-2.6000000000000227,0.0,7.9,16.95,1.2199999999999995,4.135,6.691,9.05,-17.1,-1.9899999999999978,5.0,73.5,56.4,June,12.199999999999996
Adelaide,8.7,16.2,1.2,0.6,5.6,WNW,24.0,9.0,11.0,95.0,63.0,1014.3,1013.6,4.45,4.51,11.3,15.0,1,0,7.5,-32.0,0.05999999999999961,-0.6999999999999318,2.0,7.93,16.759999999999998,0.9199999999999996,3.868,5.970000000000001,8.830000000000002,-15.8,-2.0199999999999934,3.9,71.8,56.0,June,9.199999999999996
Adelaide,10.2,16.1,0.0,1.0,3.2,NE,30.0,9.0,11.0,83.0,62.0,1013.2,1009.5,4.45,4.51,12.1,15.5,0,1,5.900000000000002,-21.0,0.05999999999999961,-3.7000000000000455,2.0,7.779999999999999,17.189999999999998,0.9799999999999995,3.3809999999999993,6.529999999999999,9.41,-20.7,-1.9899999999999864,4.7,73.4,52.7,June,9.799999999999995
Adelaide,11.6,14.0,3.4,0.8,7.61,NE,26.0,11.0,0.0,78.0,81.0,1003.0,1002.3,4.45,4.51,13.1,13.8,1,0,2.4000000000000004,3.0,0.05999999999999961,-0.7000000000000455,-11.0,8.1,17.089999999999996,0.23999999999999963,3.101,5.9399999999999995,8.989999999999998,-20.5,-2.5899999999999865,4.3,73.0,52.5,June,2.3999999999999964
Adelaide,10.1,16.5,0.0,5.47,3.5,NW,20.0,0.0,13.0,89.0,66.0,1008.0,1006.5,4.45,4.51,11.5,16.0,0,0,6.4,-23.0,0.05999999999999961,-1.5,13.0,8.479999999999999,16.75,0.5599999999999996,3.101,6.001,8.27,-17.7,-2.6,2.9,72.3,54.6,June,5.599999999999996
Adelaide,10.0,17.6,0.2,5.47,5.7,NNW,41.0,9.0,20.0,82.0,66.0,1005.3,1003.5,4.45,4.51,12.7,17.3,0,0,7.600000000000001,-16.0,0.05999999999999961,-1.7999999999999545,11.0,8.809999999999999,16.580000000000002,0.5599999999999996,3.5479999999999996,5.741,7.770000000000001,-16.1,-2.490000000000009,3.1,71.6,55.5,June,5.599999999999996
Adelaide,9.7,19.3,0.0,2.8,4.2,N,35.0,7.0,20.0,84.0,53.0,1007.1,1002.5,4.45,4.51,12.4,18.5,0,0,9.600000000000001,-31.0,0.05999999999999961,-4.600000000000023,13.0,9.36,16.61,0.5799999999999996,4.015,5.451,7.25,-15.6,-2.3799999999999955,3.7,72.6,57.0,June,5.799999999999996
Adelaide,12.3,18.8,0.0,3.2,2.3,WNW,76.0,33.0,28.0,44.0,67.0,992.4,997.6,4.45,4.51,18.7,14.9,0,1,6.5,23.0,0.05999999999999961,5.2000000000000455,-5.0,9.67,16.669999999999998,0.5799999999999996,3.748,5.161,7.000000000000002,-16.5,-2.3,4.4,74.9,58.4,June,5.799999999999996
Adelaide,10.7,15.1,16.6,2.4,1.2,NW,56.0,19.0,17.0,89.0,78.0,1006.5,1007.9,4.45,4.51,11.3,14.3,1,1,4.4,-11.0,0.05999999999999961,1.3999999999999773,-2.0,9.629999999999999,16.990000000000002,0.5799999999999996,3.521,5.081,7.360000000000001,-15.2,-1.5999999999999885,3.7,75.0,59.8,July,5.799999999999996
Adelaide,10.1,14.5,6.6,0.4,1.6,W,50.0,20.0,22.0,58.0,79.0,1012.5,1011.8,4.45,4.51,14.0,13.1,1,1,4.4,21.0,0.05999999999999961,-0.7000000000000455,2.0,10.2,16.6,2.1599999999999997,3.214,4.311,6.4,-11.9,-1.1199999999999932,2.8,75.7,63.8,July,21.599999999999998
Adelaide,12.1,16.0,2.0,0.6,3.5,SW,52.0,17.0,20.0,84.0,74.0,1020.4,1020.8,4.45,4.51,13.3,15.2,1,1,3.9000000000000004,-10.0,0.05999999999999961,0.39999999999997726,3.0,10.26,16.25,2.8,2.4939999999999998,3.531,5.99,-8.3,-0.9700000000000045,2.5,75.9,67.6,July,28.0
Adelaide,11.7,16.0,1.4,5.47,5.1,WSW,30.0,2.0,15.0,92.0,69.0,1025.3,1023.7,4.45,4.51,12.6,14.9,1,0,4.300000000000001,-23.0,0.05999999999999961,-1.599999999999909,13.0,10.549999999999999,16.41,3.0,2.274,3.8409999999999997,5.860000000000001,-9.7,-0.6700000000000046,2.8,78.6,68.9,July,30.0
Adelaide,7.9,15.1,0.0,5.47,1.7,ENE,20.0,0.0,9.0,95.0,66.0,1024.6,1022.8,4.45,4.51,9.3,12.7,0,0,7.199999999999999,-29.0,0.05999999999999961,-1.7999999999999545,9.0,10.85,16.39,3.02,2.761,3.7909999999999995,5.540000000000001,-8.8,-0.7600000000000022,3.9,78.3,69.5,July,30.2
Adelaide,3.6,13.2,0.0,3.6,6.3,E,30.0,7.0,13.0,72.0,47.0,1025.8,1024.1,4.45,4.51,7.3,11.8,0,0,9.6,-25.0,0.05999999999999961,-1.7000000000000455,6.0,10.620000000000001,16.29,3.02,3.2079999999999997,3.6410000000000005,5.67,-9.6,-0.5699999999999932,4.6,79.5,69.9,July,30.2
Adelaide,2.9,13.7,0.0,1.0,6.4,NNE,31.0,9.0,13.0,77.0,48.0,1024.4,1021.8,4.45,4.51,7.3,12.3,0,0,10.799999999999999,-29.0,0.05999999999999961,-2.6000000000001364,4.0,9.819999999999999,16.21,2.6799999999999997,3.4879999999999995,3.5100000000000002,6.390000000000001,-12.4,-0.6699999999999932,6.3,78.9,66.5,July,26.799999999999997
Adelaide,7.1,16.1,0.0,1.4,9.3,NNE,26.0,11.0,13.0,57.0,35.0,1024.5,1022.6,4.45,4.51,11.1,15.9,0,0,9.000000000000002,-22.0,0.05999999999999961,-1.8999999999999773,2.0,9.1,15.930000000000001,2.6799999999999997,3.041,3.8,6.830000000000001,-13.0,-0.7800000000000068,5.4,77.7,64.7,July,26.799999999999997
Adelaide,5.7,17.8,0.0,1.8,8.4,NNE,39.0,13.0,19.0,53.0,39.0,1024.1,1019.8,4.45,4.51,13.0,17.5,0,1,12.100000000000001,-14.0,0.05999999999999961,-4.2999999999999545,6.0,8.809999999999999,15.780000000000001,2.6599999999999997,2.634,4.159999999999999,6.970000000000001,-13.6,-0.7900000000000091,4.5,75.2,61.6,July,26.599999999999998
Adelaide,12.7,15.7,2.0,3.0,0.0,NNE,43.0,20.0,20.0,79.0,75.0,1015.7,1010.5,4.45,4.51,13.1,13.5,1,1,3.0,-4.0,0.05999999999999961,-5.2000000000000455,0.0,8.41,15.63,2.6599999999999997,2.534,4.58,7.220000000000001,-11.9,-0.7600000000000022,3.8,72.1,60.2,July,26.599999999999998
Adelaide,12.1,17.4,13.0,5.47,2.7,NNW,50.0,24.0,26.0,68.0,69.0,1005.5,1004.3,4.45,4.51,14.9,17.2,1,1,5.299999999999999,1.0,0.05999999999999961,-1.2000000000000455,2.0,8.45,15.319999999999999,2.86,2.5140000000000002,4.35,6.87,-14.6,-1.8000000000000114,4.3,75.6,61.0,July,28.599999999999998
Adelaide,10.8,16.0,1.2,5.47,3.8,NW,46.0,22.0,22.0,80.0,63.0,1008.0,1007.0,4.45,4.51,11.7,15.9,1,1,5.199999999999999,-17.0,0.05999999999999961,-1.0,0.0,8.59,15.55,2.4999999999999996,2.8209999999999997,4.5,6.959999999999999,-13.4,-2.060000000000014,4.7,73.5,60.1,July,24.999999999999996
Adelaide,10.1,14.2,4.6,4.8,5.7,W,46.0,26.0,20.0,89.0,61.0,1008.4,1007.2,4.45,4.51,10.1,13.6,1,1,4.1,-28.0,0.05999999999999961,-1.1999999999999318,-6.0,8.66,15.7,1.9599999999999997,3.3280000000000003,4.720000000000001,7.040000000000001,-17.2,-2.090000000000009,4.5,75.7,58.5,July,19.599999999999998
Adelaide,7.1,11.9,10.2,1.8,2.3,NW,37.0,17.0,13.0,95.0,80.0,1003.6,1003.1,4.45,4.51,8.9,11.8,1,1,4.800000000000001,-15.0,0.05999999999999961,-0.5,-4.0,8.46,15.520000000000001,2.2199999999999998,3.7479999999999998,4.9399999999999995,7.06,-19.0,-2.25,3.6,76.2,57.2,July,22.199999999999996
Adelaide,5.1,13.7,11.4,0.8,7.0,SSE,33.0,0.0,7.0,96.0,91.0,1013.3,1013.3,4.45,4.51,7.9,11.2,1,1,8.6,-5.0,0.05999999999999961,0.0,7.0,8.0,15.11,3.0999999999999996,3.3810000000000002,4.66,7.110000000000001,-18.2,-2.140000000000009,1.9,76.5,58.3,July,30.999999999999996
Adelaide,7.9,15.3,10.4,1.2,8.6,SW,28.0,6.0,9.0,90.0,48.0,1018.2,1019.0,4.45,4.51,11.1,14.9,1,0,7.4,-42.0,0.05999999999999961,0.7999999999999545,3.0,7.719999999999999,14.970000000000002,4.24,2.914,5.19,7.25,-15.8,-1.9600000000000137,1.7,76.6,60.8,July,42.4
Adelaide,7.0,16.0,0.0,1.4,4.6,N,35.0,13.0,19.0,66.0,52.0,1021.1,1017.5,4.45,4.51,10.9,15.8,0,0,9.0,-14.0,0.05999999999999961,-3.6000000000000227,6.0,8.15,15.179999999999998,5.279999999999999,2.674,5.42,7.029999999999999,-17.5,-1.7100000000000137,1.4,78.4,60.9,July,52.8
Adelaide,9.8,16.2,0.0,5.47,4.1,NNW,39.0,15.0,19.0,59.0,58.0,1015.1,1013.4,4.45,4.51,11.4,15.4,0,0,6.399999999999999,-1.0,0.05999999999999961,-1.7000000000000455,4.0,8.559999999999999,15.410000000000002,5.279999999999999,2.7139999999999995,5.24,6.85,-16.0,-1.8100000000000023,1.6,77.3,61.3,July,52.8
Adelaide,10.5,18.6,0.0,5.47,8.6,NNW,44.0,15.0,22.0,75.0,41.0,1017.0,1013.3,4.45,4.51,12.1,18.2,0,0,8.100000000000001,-34.0,0.05999999999999961,-3.7000000000000455,7.0,8.83,15.419999999999998,5.279999999999999,3.121,4.72,6.590000000000001,-13.9,-1.7900000000000091,1.8,77.5,63.6,July,52.8
Adelaide,12.0,21.7,0.0,6.8,8.4,NNW,54.0,22.0,24.0,38.0,21.0,1013.1,1010.6,4.45,4.51,14.5,20.9,0,0,9.7,-17.0,0.05999999999999961,-2.5,2.0,9.309999999999999,15.5,5.279999999999999,3.4879999999999995,4.74,6.1899999999999995,-15.9,-1.7300000000000182,1.9,79.7,63.8,July,52.8
Adelaide,14.5,19.8,0.0,4.4,6.0,NW,43.0,9.0,19.0,36.0,41.0,1009.1,1006.6,4.45,4.51,15.1,18.6,0,1,5.300000000000001,5.0,0.05999999999999961,-2.5,10.0,9.239999999999998,16.1,5.08,3.868,5.58,6.859999999999999,-17.2,-1.4600000000000137,2.1,75.6,58.4,July,50.8
Adelaide,9.3,14.6,3.2,2.6,2.9,NW,48.0,15.0,20.0,86.0,75.0,1008.2,1008.9,4.45,4.51,10.1,13.4,1,1,5.299999999999999,-11.0,0.05999999999999961,0.6999999999999318,5.0,9.48,16.34,3.78,3.761,5.91,6.860000000000001,-16.8,-1.5900000000000092,2.9,72.4,55.6,July,37.8
Adelaide,3.6,15.2,2.2,1.0,8.9,WNW,24.0,4.0,13.0,84.0,48.0,1023.4,1023.0,4.45,4.51,7.5,13.9,1,0,11.6,-36.0,0.05999999999999961,-0.39999999999997726,9.0,9.330000000000002,16.2,3.9799999999999995,3.474,5.819999999999999,6.87,-16.2,-1.420000000000016,3.4,73.0,56.8,July,39.8
Adelaide,6.1,16.2,0.0,1.4,7.8,NW,44.0,11.0,20.0,51.0,45.0,1023.6,1021.8,4.45,4.51,10.1,15.9,0,0,10.1,-6.0,0.05999999999999961,-1.8000000000000682,9.0,8.68,16.3,3.7399999999999998,3.0940000000000003,6.140000000000001,7.62,-17.0,-1.3400000000000205,4.9,72.5,55.5,July,37.4
Adelaide,8.1,16.9,0.0,5.47,9.7,N,31.0,13.0,15.0,39.0,35.0,1021.1,1016.3,4.45,4.51,12.7,16.4,0,0,8.799999999999999,-4.0,0.05999999999999961,-4.800000000000068,2.0,8.58,16.73,2.7199999999999998,3.054,6.6899999999999995,8.15,-16.1,-1.4700000000000273,6.2,68.1,52.0,July,27.199999999999996
Adelaide,10.3,14.9,0.0,5.47,2.8,WSW,30.0,9.0,11.0,68.0,73.0,1015.1,1016.7,4.45,4.51,11.5,13.4,0,1,4.6,5.0,0.05999999999999961,1.6000000000000227,2.0,8.879999999999999,17.05,1.5799999999999996,3.521,6.959999999999999,8.17,-16.0,-1.9500000000000342,5.7,62.4,46.4,July,15.799999999999997
Adelaide,10.1,14.7,1.2,5.4,1.6,WNW,35.0,11.0,19.0,94.0,78.0,1022.8,1022.6,4.45,4.51,10.3,14.5,1,1,4.6,-16.0,0.05999999999999961,-0.1999999999999318,8.0,9.120000000000001,17.01,0.5399999999999997,3.9479999999999995,6.380000000000001,7.889999999999999,-11.3,-1.8700000000000272,5.6,60.2,48.9,July,5.399999999999997
Adelaide,10.0,15.6,12.6,0.2,2.8,WNW,39.0,13.0,20.0,96.0,72.0,1026.2,1025.0,4.45,4.51,10.6,15.0,1,1,5.6,-24.0,0.05999999999999961,-1.2000000000000455,7.0,9.43,16.880000000000003,0.6599999999999997,4.348,6.08,7.449999999999998,-11.5,-1.5300000000000182,5.8,63.0,51.5,July,6.599999999999997
Adelaide,10.5,15.6,3.6,0.6,2.5,W,30.0,7.0,9.0,96.0,71.0,1028.0,1027.2,4.45,4.51,12.3,15.1,1,1,5.1,-25.0,0.05999999999999961,-0.7999999999999545,2.0,9.45,16.82,1.9199999999999995,3.821,5.95,7.37,-13.8,-1.4800000000000182,6.1,66.7,52.9,July,19.199999999999996
Adelaide,10.4,15.9,3.4,2.0,1.9,WNW,39.0,7.0,19.0,97.0,64.0,1027.8,1024.8,4.45,4.51,11.6,14.9,1,1,5.5,-33.0,0.05999999999999961,-3.0,12.0,9.45,16.52,2.28,3.3340000000000005,5.34,7.0699999999999985,-12.9,-1.190000000000009,5.6,68.8,55.9,July,22.799999999999997
Adelaide,9.0,15.7,3.4,1.2,6.1,SW,31.0,7.0,13.0,97.0,61.0,1026.6,1025.6,4.45,4.51,11.3,15.3,1,1,6.699999999999999,-36.0,0.05999999999999961,-1.0,6.0,9.290000000000001,15.940000000000001,2.6199999999999997,2.854,4.6899999999999995,6.65,-14.5,-1.240000000000009,6.6,74.7,60.2,July,26.199999999999996
Adelaide,10.4,16.2,1.8,5.47,4.8,NW,35.0,9.0,19.0,83.0,59.0,1028.6,1026.8,4.45,4.51,12.3,15.3,1,0,5.799999999999999,-24.0,0.05999999999999961,-1.7999999999999545,10.0,8.74,15.530000000000001,2.96,2.534,4.7,6.789999999999999,-18.6,-1.0900000000000092,6.2,80.8,62.2,August,29.599999999999998
Adelaide,7.7,17.6,2.36,5.47,9.2,NNW,43.0,13.0,19.0,64.0,46.0,1026.7,1022.8,4.45,4.51,10.9,17.3,0,0,9.900000000000002,-18.0,0.05999999999999961,-3.900000000000091,6.0,8.85,15.690000000000001,2.82,2.821,4.89,6.840000000000001,-19.9,-1.3399999999999976,6.7,80.5,60.6,August,28.2
Adelaide,5.8,16.5,1.0,3.8,8.3,SW,46.0,0.0,19.0,74.0,45.0,1026.8,1022.5,4.45,4.51,10.1,16.2,0,0,10.7,-29.0,0.05999999999999961,-4.2999999999999545,19.0,9.26,15.929999999999998,2.836,3.268,4.92,6.67,-18.1,-1.690000000000009,6.4,78.5,60.4,August,28.36
Adelaide,10.0,15.8,0.0,1.8,0.7,NW,33.0,13.0,15.0,91.0,80.0,1021.4,1019.7,4.45,4.51,10.8,15.1,0,0,5.800000000000001,-11.0,0.05999999999999961,-1.6999999999999318,2.0,9.23,15.959999999999999,2.936,3.508,4.970000000000001,6.7299999999999995,-20.4,-1.9399999999999977,7.4,80.8,60.4,August,29.36
Adelaide,8.6,20.2,0.2,0.6,7.4,NNW,33.0,9.0,20.0,73.0,42.0,1020.1,1015.6,4.45,4.51,14.0,19.8,0,0,11.6,-31.0,0.05999999999999961,-4.5,11.0,9.42,15.85,2.936,3.141,4.069999999999999,6.43,-21.1,-1.6299999999999841,7.4,86.0,64.9,August,29.36
Adelaide,9.0,23.0,0.0,2.4,8.7,NNW,67.0,24.0,37.0,40.0,24.0,1012.4,1008.1,4.45,4.51,15.9,22.6,0,1,14.0,-16.0,0.05999999999999961,-4.2999999999999545,13.0,9.25,16.38,2.956,2.654,4.529999999999999,7.13,-24.7,-2.2399999999999864,8.3,86.5,61.8,August,29.56
Adelaide,10.9,15.4,1.6,4.0,10.2,WSW,54.0,17.0,15.0,54.0,48.0,1022.2,1023.1,4.45,4.51,12.6,14.7,1,0,4.5,-6.0,0.05999999999999961,0.8999999999999773,-2.0,9.14,17.21,2.8359999999999994,2.354,5.24,8.07,-24.7,-2.649999999999989,8.8,81.1,56.4,August,28.359999999999996
